review,rating,date,bank,source
Be adjusted this app is not available anytime,5,2024-06-11,Dashen Bank,Google Play Store
Good Banking App,5,2025-02-17,Dashen Bank,Google Play Store
It is easy to use,5,2023-07-04,Dashen Bank,Google Play Store
Not working sometimes,3,2023-11-09,Dashen Bank,Google Play Store
It is compatible.,4,2023-11-11,Dashen Bank,Google Play Store
It's nice app tanks befor.,5,2022-12-18,Dashen Bank,Google Play Store
Wow amazing platform 🙏,5,2024-04-17,Dashen Bank,Google Play Store
Good application for people needs,5,2023-03-18,Dashen Bank,Google Play Store
It's amazing app use it!,5,2023-05-21,Dashen Bank,Google Play Store
Always one step a head,5,2022-10-11,Dashen Bank,Google Play Store
It's just ewww the app overall,2,2023-08-10,Dashen Bank,Google Play Store
Why is not working,3,2022-12-18,Dashen Bank,Google Play Store
Very good app and secured,5,2023-08-28,Dashen Bank,Google Play Store
It is helpful for my transactions.,5,2022-12-13,Dashen Bank,Google Play Store
Best App for all users.,5,2024-10-02,Dashen Bank,Google Play Store
Doesn't work most of the time,1,2024-05-09,Dashen Bank,Google Play Store
Always one step ahead,5,2022-08-02,Dashen Bank,Google Play Store
Nice so perfect,5,2023-07-06,Dashen Bank,Google Play Store
I prefered you b/cs your service charge is very fair.,5,2024-03-16,Dashen Bank,Google Play Store
"Like your slogan, you are one step ahead.",5,2023-08-31,Dashen Bank,Google Play Store
Longin fails repeatedly,3,2024-02-28,Dashen Bank,Google Play Store
a best tecnology appl.,5,2023-11-26,Dashen Bank,Google Play Store
It is the best app,5,2022-08-11,Dashen Bank,Google Play Store
Easy to use,4,2024-02-15,Dashen Bank,Google Play Store
The best mobile banking in Ethiopia 👍👍,5,2024-12-03,Dashen Bank,Google Play Store
It's not working,1,2024-09-08,Dashen Bank,Google Play Store
simply the best,5,2024-07-26,Dashen Bank,Google Play Store
Wow Very Nice App,5,2024-06-22,Dashen Bank,Google Play Store
Thanks for this application,5,2022-12-29,Dashen Bank,Google Play Store
The best of the best app,5,2023-11-12,Dashen Bank,Google Play Store
Please decrease app size,4,2024-11-09,Dashen Bank,Google Play Store
Please apply!cardless cash out system🙏,2,2024-03-17,Dashen Bank,Google Play Store
Not god its,5,2025-03-14,Dashen Bank,Google Play Store
it is good App,4,2024-03-19,Dashen Bank,Google Play Store
It's a great app,5,2022-12-08,Dashen Bank,Google Play Store
Good Ait service!,5,2024-12-09,Dashen Bank,Google Play Store
Very nice mob app,3,2024-07-26,Dashen Bank,Google Play Store
Very good app,5,2024-03-17,Dashen Bank,Google Play Store
Great Financial App,5,2024-10-28,Dashen Bank,Google Play Store
This is good app,4,2023-03-08,Dashen Bank,Google Play Store
The best app,5,2024-03-16,Dashen Bank,Google Play Store
Open app amole dashin,5,2025-02-10,Dashen Bank,Google Play Store
WOW that's awesome,5,2025-01-27,Dashen Bank,Google Play Store
It is very good,5,2022-12-28,Dashen Bank,Google Play Store
This app no working 1 star,1,2023-11-23,Dashen Bank,Google Play Store
Best app Ever!,5,2023-09-03,Dashen Bank,Google Play Store
This appi is 👍Good,3,2023-06-09,Dashen Bank,Google Play Store
I like it this app,4,2024-01-31,Dashen Bank,Google Play Store
The greatest app,5,2022-09-07,Dashen Bank,Google Play Store
Better keep it up,5,2022-11-19,Dashen Bank,Google Play Store
Nice app in Ethiopia,5,2024-08-01,Dashen Bank,Google Play Store
Used balance check app,5,2023-07-14,Dashen Bank,Google Play Store
It is best app,5,2023-12-19,Dashen Bank,Google Play Store
It's good app,5,2024-03-22,Dashen Bank,Google Play Store
Leading bank good job,4,2022-12-07,Dashen Bank,Google Play Store
Best app I used it,1,2023-10-14,Dashen Bank,Google Play Store
Best app ever,5,2023-09-10,Dashen Bank,Google Play Store
How to use application,5,2024-03-17,Dashen Bank,Google Play Store
It's exceptional,5,2023-12-24,Dashen Bank,Google Play Store
It's good thanks you,5,2023-02-05,Dashen Bank,Google Play Store
I like this,3,2024-03-03,Dashen Bank,Google Play Store
Not too bad,3,2023-08-19,Dashen Bank,Google Play Store
bast smart bank sistem dashen amole dashen bamk,5,2025-05-17,Dashen Bank,Google Play Store
Doesn't open.,1,2022-12-24,Dashen Bank,Google Play Store
It's very good,5,2023-01-25,Dashen Bank,Google Play Store
DASHEN BANK ALWAYS ONE STEP AHEAD!!!,5,2022-11-08,Dashen Bank,Google Play Store
Why dont update,5,2024-04-06,Dashen Bank,Google Play Store
I ilke very much,5,2024-09-25,Dashen Bank,Google Play Store
Dashen bank ATM,5,2025-02-20,Dashen Bank,Google Play Store
This app is 🤩,5,2024-06-12,Dashen Bank,Google Play Store
Arif app new bebekule enen xeqmognal,4,2022-11-03,Dashen Bank,Google Play Store
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29,Dashen Bank,Google Play Store
My best app,2,2022-11-23,Dashen Bank,Google Play Store
Ibsa abdi nure Ethiopia dire dawa,5,2022-12-06,Dashen Bank,Google Play Store
v. good app,5,2022-11-27,Dashen Bank,Google Play Store
Dashed Bank A...,5,2024-01-29,Dashen Bank,Google Play Store
Special for me,5,2024-03-21,Dashen Bank,Google Play Store
Jafare has fyguhfiwudgg,5,2024-04-25,Dashen Bank,Google Play Store
Its not god,5,2022-07-30,Dashen Bank,Google Play Store
Dashen Bank is App 🥰👌,5,2023-12-18,Dashen Bank,Google Play Store
It's great,5,2024-11-08,Dashen Bank,Google Play Store
that is awesome,5,2024-05-01,Dashen Bank,Google Play Store
best,5,2025-06-05,Dashen Bank,Google Play Store
i love it,4,2025-05-15,Dashen Bank,Google Play Store
ለአጠቃቀም እጅግ ቀላልና ድህንነቱ የተጠበቀ ነው።,5,2025-05-16,Dashen Bank,Google Play Store
Not working,1,2025-03-19,Dashen Bank,Google Play Store
yarid dima,5,2025-04-17,Dashen Bank,Google Play Store
good,4,2025-03-26,Dashen Bank,Google Play Store
Just 👍,5,2025-03-15,Dashen Bank,Google Play Store
"The app is cool, but unlike other banks they don't provide a receipt for mobile banking transactions, which makes it useless for payments that require receipt",2,2025-01-31,Dashen Bank,Google Play Store
Good,1,2025-02-18,Dashen Bank,Google Play Store
Nice,1,2024-10-30,Dashen Bank,Google Play Store
Good job,5,2025-02-07,Dashen Bank,Google Play Store
Nice app,5,2025-02-07,Dashen Bank,Google Play Store
Good app,5,2025-02-08,Dashen Bank,Google Play Store
Excellent app,5,2025-02-24,Dashen Bank,Google Play Store
Best,5,2025-02-12,Dashen Bank,Google Play Store
Great,5,2025-02-13,Dashen Bank,Google Play Store
Ok,4,2024-12-18,Dashen Bank,Google Play Store
ይሄ አሪፍ,2,2025-02-12,Dashen Bank,Google Play Store
Sisay mustefa abani,5,2024-12-09,Dashen Bank,Google Play Store
Wow,5,2024-12-06,Dashen Bank,Google Play Store
Help,5,2025-02-08,Dashen Bank,Google Play Store
ምርጥ,5,2025-02-28,Dashen Bank,Google Play Store
Perfiekt,5,2025-02-10,Dashen Bank,Google Play Store
wow,5,2025-01-15,Dashen Bank,Google Play Store
Naysssss,5,2024-11-27,Dashen Bank,Google Play Store
stay hamble,5,2025-02-14,Dashen Bank,Google Play Store
Deshan bank,5,2024-10-27,Dashen Bank,Google Play Store
It's good,3,2024-11-21,Dashen Bank,Google Play Store
Very good,5,2024-06-16,Dashen Bank,Google Play Store
nice,5,2024-07-24,Dashen Bank,Google Play Store
wenderfull,5,2024-08-03,Dashen Bank,Google Play Store
Thnk you,5,2024-12-02,Dashen Bank,Google Play Store
The best easy banking app ever @ Ethiopia,5,2024-03-26,Dashen Bank,Google Play Store
Well done Dashen Bank.,4,2024-03-16,Dashen Bank,Google Play Store
Excellent and Easy to use.,5,2024-03-25,Dashen Bank,Google Play Store
it's fine,5,2024-04-20,Dashen Bank,Google Play Store
We,1,2024-06-01,Dashen Bank,Google Play Store
በጣም አሪፍ ነው,5,2024-03-16,Dashen Bank,Google Play Store
😘,5,2024-05-20,Dashen Bank,Google Play Store
Baset app,5,2024-03-20,Dashen Bank,Google Play Store
nice App,5,2024-09-07,Dashen Bank,Google Play Store
My best,5,2024-01-31,Dashen Bank,Google Play Store
Very nice,5,2024-03-22,Dashen Bank,Google Play Store
Excellent,5,2024-02-01,Dashen Bank,Google Play Store
Tremendous,5,2024-03-04,Dashen Bank,Google Play Store
I m the one here in Dashen bank,5,2024-03-06,Dashen Bank,Google Play Store
improve more,3,2024-03-04,Dashen Bank,Google Play Store
Amole 100%,5,2024-01-31,Dashen Bank,Google Play Store
Open,1,2024-02-09,Dashen Bank,Google Play Store
Welcome,4,2024-02-22,Dashen Bank,Google Play Store
ተመችቶናል,4,2024-03-16,Dashen Bank,Google Play Store
Past,5,2024-02-10,Dashen Bank,Google Play Store
Student,5,2024-03-17,Dashen Bank,Google Play Store
cooooolllllll,5,2024-03-17,Dashen Bank,Google Play Store
Yeb,5,2024-12-12,Dashen Bank,Google Play Store
Personal scored,5,2024-02-25,Dashen Bank,Google Play Store
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18,Dashen Bank,Google Play Store
Keeps hanging ..,3,2023-12-24,Dashen Bank,Google Play Store
Its good,5,2024-02-02,Dashen Bank,Google Play Store
Ita fantastic,5,2023-12-23,Dashen Bank,Google Play Store
Good Security,5,2024-02-03,Dashen Bank,Google Play Store
Good 👍,5,2024-02-04,Dashen Bank,Google Play Store
Awesome,5,2024-02-06,Dashen Bank,Google Play Store
Too technical.,1,2024-02-01,Dashen Bank,Google Play Store
Mudeme,5,2024-02-12,Dashen Bank,Google Play Store
🥰🥰🥰🥰,5,2024-02-01,Dashen Bank,Google Play Store
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12,Dashen Bank,Google Play Store
nice app,4,2023-10-31,Dashen Bank,Google Play Store
Amazing,5,2023-11-13,Dashen Bank,Google Play Store
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17,Dashen Bank,Google Play Store
Top,5,2023-12-18,Dashen Bank,Google Play Store
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31,Dashen Bank,Google Play Store
Excllent,5,2023-10-07,Dashen Bank,Google Play Store
